	Raw ADC Value	ADC Count	ADC Voltage
	813e687c	  4089980	 1.218909025
	873e684d	  4089933	 1.218894958
	893e688c	  4089996	 1.218913794
	813e683b	  4089915	 1.218889713
	8e3e6855	  4089941	 1.218897343
	843e6871	  4089969	 1.218905687
	863e68b2	  4090034	 1.218925118
	8f3e6842	  4089922	 1.218891740
	813e686e	  4089966	 1.218904853
	8b3e68aa	  4090026	 1.218922734
	8a3e682f	  4089903	 1.218886137
	893e68aa	  4090026	 1.218922734
	8e3e6864	  4089956	 1.218901873
	803e684b	  4089931	 1.218894482
	813e687b	  4089979	 1.218908787
	8d3e6836	  4089910	 1.218888164
	893e68c6	  4090054	 1.218931079
	863e6864	  4089956	 1.218901873
	883e68a8	  4090024	 1.218922138
	883e688f	  4089999	 1.218914747
	8e3e68ad	  4090029	 1.218923569
	813e68a5	  4090021	 1.218921185
	833e6861	  4089953	 1.218900919
	8e3e6844	  4089924	 1.218892336
	863e68b2	  4090034	 1.218925118
	893e6876	  4089974	 1.218907237
	853e684a	  4089930	 1.218894124
	8d3e6841	  4089921	 1.218891382
	8b3e684d	  4089933	 1.218894958
	863e68a6	  4090022	 1.218921542
	8a3e6864	  4089956	 1.218901873
	873e6889	  4089993	 1.218912840
	833e6894	  4090004	 1.218916178
	8f3e6814	  4089876	 1.218878031
	8d3e689d	  4090013	 1.218918800
	823e68ba	  4090042	 1.218927503
	813e6893	  4090003	 1.218915939
	843e68a9	  4090025	 1.218922377
	893e6863	  4089955	 1.218901634
	803e6871	  4089969	 1.218905687
	8a3e6882	  4089986	 1.218910813
	803e681d	  4089885	 1.218880653
	853e6853	  4089939	 1.218896866
	843e685c	  4089948	 1.218899488
	873e6853	  4089939	 1.218896866
	883e685b	  4089947	 1.218899250
	8d3e6863	  4089955	 1.218901634
	853e6880	  4089984	 1.218910217
	843e686d	  4089965	 1.218904495
	893e6868	  4089960	 1.218903065
	843e6860	  4089952	 1.218900681
	8c3e6850	  4089936	 1.218895912
	823e6867	  4089959	 1.218902826
	843e6874	  4089972	 1.218906641
	893e688f	  4089999	 1.218914747
	873e6886	  4089990	 1.218912005
	8d3e6849	  4089929	 1.218893766
	8f3e68b9	  4090041	 1.218927145
	813e6866	  4089958	 1.218902469
	8c3e6820	  4089888	 1.218881607
	803e68e6	  4090086	 1.218940616
	853e686b	  4089963	 1.218904018
	843e685b	  4089947	 1.218899250
	8e3e6878	  4089976	 1.218907833
	843e68af	  4090031	 1.218924284
	883e688f	  4089999	 1.218914747
	873e6860	  4089952	 1.218900681
	8b3e68a4	  4090020	 1.218920946
	833e682d	  4089901	 1.218885422
	803e68b3	  4090035	 1.218925476
	8b3e6841	  4089921	 1.218891382
	823e6891	  4090001	 1.218915224
	8f3e6859	  4089945	 1.218898535
	853e6879	  4089977	 1.218908072
	823e685e	  4089950	 1.218900084
	893e68ae	  4090030	 1.218923926
	813e6861	  4089953	 1.218900919
	823e68c5	  4090053	 1.218930721
	863e68c7	  4090055	 1.218931437
	853e688c	  4089996	 1.218913794
	863e689f	  4090015	 1.218919516
	8f3e688f	  4089999	 1.218914747
	863e6898	  4090008	 1.218917370
	803e6870	  4089968	 1.218905449
	883e688b	  4089995	 1.218913555
	8c3e68c4	  4090052	 1.218930483
	8d3e6851	  4089937	 1.218896151
	8b3e6852	  4089938	 1.218896508
	823e6880	  4089984	 1.218910217
	8a3e6848	  4089928	 1.218893528
	8a3e68af	  4090031	 1.218924284
	873e6887	  4089991	 1.218912363
	8d3e6864	  4089956	 1.218901873
	853e687e	  4089982	 1.218909621
	8d3e683a	  4089914	 1.218889356
	8c3e6694	  4089492	 1.218763590
	8a3e604a	  4087882	 1.218283772
	8b3e5e3a	  4087354	 1.218126416
	893e5d76	  4087158	 1.218068004
	873e5ea1	  4087457	 1.218157053
	8a3e665d	  4089437	 1.218747139
	883e66a0	  4089504	 1.218767166
	8c3e66c1	  4089537	 1.218776941
	853e66df	  4089567	 1.218786001
	8d3e6635	  4089397	 1.218735218
	8e3e65ab	  4089259	 1.218694210
	8c3e663e	  4089406	 1.218737960
	803e65f0	  4089328	 1.218714714
	8b3e660c	  4089356	 1.218723059
	863e660f	  4089359	 1.218724012
	863e6645	  4089413	 1.218739986
	803e6616	  4089366	 1.218726039
	813e665b	  4089435	 1.218746662
	843e6619	  4089369	 1.218726873
	803e660c	  4089356	 1.218723059
	833e663a	  4089402	 1.218736768
	8f3e6644	  4089412	 1.218739748
	843e662c	  4089388	 1.218732595
	8e3e6613	  4089363	 1.218725204
	843e6651	  4089425	 1.218743563
	853e6679	  4089465	 1.218755484
	893e664d	  4089421	 1.218742371
	8b3e6683	  4089475	 1.218758583
	893e66d3	  4089555	 1.218782425
	8d3e66ce	  4089550	 1.218780875
	873e663b	  4089403	 1.218737125
	893e6637	  4089399	 1.218735933
	813e668c	  4089484	 1.218761206
	8b3e67d5	  4089813	 1.218859196
	8b3e68b0	  4090032	 1.218924522
	863e6881	  4089985	 1.218910456
	853e68ae	  4090030	 1.218923926
	873e68d3	  4090067	 1.218935013
	823e68ba	  4090042	 1.218927503
	8d3e68ad	  4090029	 1.218923569
	843e683f	  4089919	 1.218890905
	8e3e6850	  4089936	 1.218895912
	883e689f	  4090015	 1.218919516
	863e688a	  4089994	 1.218913198
	8d3e68bb	  4090043	 1.218927860
	833e68d2	  4090066	 1.218934655
	8d3e68d2	  4090066	 1.218934655
	8a3e689e	  4090014	 1.218919158
	833e686e	  4089966	 1.218904853
	823e689e	  4090014	 1.218919158
	8c3e688a	  4089994	 1.218913198
	833e686a	  4089962	 1.218903661
	843e6889	  4089993	 1.218912840
	803e687d	  4089981	 1.218909264
	883e6875	  4089973	 1.218906879
	8b3e6851	  4089937	 1.218896151
	8c3e68a5	  4090021	 1.218921185
	8e3e68a5	  4090021	 1.218921185
	8e3e6875	  4089973	 1.218906879
	873e689c	  4090012	 1.218918562
	8b3e6836	  4089910	 1.218888164
	863e6859	  4089945	 1.218898535
	8b3e6856	  4089942	 1.218897700
	8e3e68c5	  4090053	 1.218930721
	833e6874	  4089972	 1.218906641
	8e3e6861	  4089953	 1.218900919
	873e684d	  4089933	 1.218894958
	863e6856	  4089942	 1.218897700
	823e6857	  4089943	 1.218898058
	823e6860	  4089952	 1.218900681
	8b3e689f	  4090015	 1.218919516
	873e6868	  4089960	 1.218903065
	853e68ac	  4090028	 1.218923330
	823e6878	  4089976	 1.218907833
	833e6834	  4089908	 1.218887568
	823e686d	  4089965	 1.218904495
	823e6860	  4089952	 1.218900681
	893e6810	  4089872	 1.218876839
	8a3e6857	  4089943	 1.218898058
	8a3e6821	  4089889	 1.218881845
	8b3e687c	  4089980	 1.218909025
	8b3e684a	  4089930	 1.218894124
	893e68af	  4090031	 1.218924284
	853e6860	  4089952	 1.218900681
	8f3e6894	  4090004	 1.218916178
	8f3e6873	  4089971	 1.218906403
	883e6886	  4089990	 1.218912005
	873e6882	  4089986	 1.218910813
	893e684d	  4089933	 1.218894958
	8b3e68c1	  4090049	 1.218929529
	8a3e6839	  4089913	 1.218888998
	813e6889	  4089993	 1.218912840
	863e6855	  4089941	 1.218897343
	893e6884	  4089988	 1.218911409
	883e688b	  4089995	 1.218913555
	8d3e686c	  4089964	 1.218904257
	813e687b	  4089979	 1.218908787
	803e689d	  4090013	 1.218918800
	8e3e687f	  4089983	 1.218909979
	853e688f	  4089999	 1.218914747
	8f3e68a5	  4090021	 1.218921185
	8d3e6860	  4089952	 1.218900681
	8c3e685c	  4089948	 1.218899488
	803e687a	  4089978	 1.218908429
	823e6826	  4089894	 1.218883395
	8b3e6884	  4089988	 1.218911409
	833e686a	  4089962	 1.218903661
	8b3e687a	  4089978	 1.218908429
	803e6850	  4089936	 1.218895912
	833e688f	  4089999	 1.218914747
	8c3e68b9	  4090041	 1.218927145
	8d3e687a	  4089978	 1.218908429
	8e3e6864	  4089956	 1.218901873
	833e6860	  4089952	 1.218900681
	813e6896	  4090006	 1.218916774
	803e6890	  4090000	 1.218914986
	893e6880	  4089984	 1.218910217
	863e685f	  4089951	 1.218900442
	813e68bc	  4090044	 1.218928099
	843e6894	  4090004	 1.218916178
	8b3e689a	  4090010	 1.218917966
	8b3e688b	  4089995	 1.218913555
	803e6851	  4089937	 1.218896151
	8b3e689a	  4090010	 1.218917966
	883e6865	  4089957	 1.218902111
	873e687d	  4089981	 1.218909264
	863e685c	  4089948	 1.218899488
	843e68b0	  4090032	 1.218924522
	8c3e66e4	  4089572	 1.218787432
	8d3e6200	  4088320	 1.218414307
	8e3e5e81	  4087425	 1.218147516
	8f3e6081	  4087937	 1.218300104
	8d3e612a	  4088106	 1.218350530
	853e67a3	  4089763	 1.218844414
	893e66d1	  4089553	 1.218781710
	8f3e6674	  4089460	 1.218754053
	8b3e670b	  4089611	 1.218799114
	853e661e	  4089374	 1.218728423
	803e6611	  4089361	 1.218724489
	853e6664	  4089444	 1.218749285
	843e65ee	  4089326	 1.218714118
	8a3e65df	  4089311	 1.218709707
	873e6616	  4089366	 1.218726039
	8e3e664c	  4089420	 1.218742132
	8b3e6659	  4089433	 1.218745947
	823e6666	  4089446	 1.218749881
	853e65f8	  4089336	 1.218717098
	893e6621	  4089377	 1.218729258
	863e6600	  4089344	 1.218719482
	823e6683	  4089475	 1.218758583
	8c3e667c	  4089468	 1.218756437
	8a3e6613	  4089363	 1.218725204
	813e6683	  4089475	 1.218758583
	8f3e6687	  4089479	 1.218759775
	8b3e6656	  4089430	 1.218745112
	823e6650	  4089424	 1.218743324
	8b3e6690	  4089488	 1.218762398
	893e669e	  4089502	 1.218766570
	8c3e677a	  4089722	 1.218832135
	803e685b	  4089947	 1.218899250
	8c3e68a2	  4090018	 1.218920350
	8f3e686a	  4089962	 1.218903661
	843e686c	  4089964	 1.218904257
	8f3e68c1	  4090049	 1.218929529
	8f3e685e	  4089950	 1.218900084
	833e6876	  4089974	 1.218907237
	833e6876	  4089974	 1.218907237
	813e68aa	  4090026	 1.218922734
	823e6855	  4089941	 1.218897343
	873e687c	  4089980	 1.218909025
	8d3e68bc	  4090044	 1.218928099
	813e686a	  4089962	 1.218903661
	823e68cf	  4090063	 1.218933821
	8c3e68a7	  4090023	 1.218921900
	823e68ce	  4090062	 1.218933463
	823e688d	  4089997	 1.218914032
	843e686b	  4089963	 1.218904018
	803e6842	  4089922	 1.218891740
	843e686e	  4089966	 1.218904853
	8c3e6898	  4090008	 1.218917370
	8c3e685f	  4089951	 1.218900442
	843e6848	  4089928	 1.218893528
	8c3e686f	  4089967	 1.218905210
	893e689b	  4090011	 1.218918324
	8e3e683c	  4089916	 1.218889952
	843e6848	  4089928	 1.218893528
	803e685a	  4089946	 1.218898892
	8f3e6848	  4089928	 1.218893528
	883e6883	  4089987	 1.218911171
	883e686e	  4089966	 1.218904853
	803e6829	  4089897	 1.218884230
	803e687f	  4089983	 1.218909979
	8b3e6865	  4089957	 1.218902111
	8e3e685b	  4089947	 1.218899250
	803e6853	  4089939	 1.218896866
	873e685c	  4089948	 1.218899488
	8e3e6899	  4090009	 1.218917608
	803e6845	  4089925	 1.218892574
	873e68a7	  4090023	 1.218921900
	8f3e688d	  4089997	 1.218914032
	803e685e	  4089950	 1.218900084
	883e6868	  4089960	 1.218903065
	8c3e688f	  4089999	 1.218914747
	8a3e68a2	  4090018	 1.218920350
	8a3e6842	  4089922	 1.218891740
	8e3e68a6	  4090022	 1.218921542
	843e6819	  4089881	 1.218879461
	843e6899	  4090009	 1.218917608
	833e6870	  4089968	 1.218905449
	803e6852	  4089938	 1.218896508
	8e3e6873	  4089971	 1.218906403
	813e688d	  4089997	 1.218914032
	8e3e687e	  4089982	 1.218909621
	853e683c	  4089916	 1.218889952
	833e6861	  4089953	 1.218900919
	8d3e688d	  4089997	 1.218914032
	803e687b	  4089979	 1.218908787
	843e68cd	  4090061	 1.218933105
	873e686a	  4089962	 1.218903661
	833e6887	  4089991	 1.218912363
	8a3e68a3	  4090019	 1.218920708
	853e6878	  4089976	 1.218907833
	8e3e68b9	  4090041	 1.218927145
	823e686a	  4089962	 1.218903661
	8c3e6862	  4089954	 1.218901277
	8e3e684a	  4089930	 1.218894124
	823e6878	  4089976	 1.218907833
	883e6878	  4089976	 1.218907833
	893e6892	  4090002	 1.218915582
	833e684f	  4089935	 1.218895674
	8f3e6859	  4089945	 1.218898535
	883e684b	  4089931	 1.218894482
	8a3e6854	  4089940	 1.218897104
	843e687d	  4089981	 1.218909264
	8e3e6850	  4089936	 1.218895912
	8a3e686a	  4089962	 1.218903661
	853e6893	  4090003	 1.218915939
	883e681d	  4089885	 1.218880653
	8b3e6896	  4090006	 1.218916774
	8b3e68d1	  4090065	 1.218934298
	823e6864	  4089956	 1.218901873
	8f3e6896	  4090006	 1.218916774
	813e681d	  4089885	 1.218880653
	863e685e	  4089950	 1.218900084
	8c3e68a0	  4090016	 1.218919754
	8f3e684f	  4089935	 1.218895674
	803e6853	  4089939	 1.218896866
	8d3e6878	  4089976	 1.218907833
	8f3e6868	  4089960	 1.218903065
	853e6817	  4089879	 1.218878984
	853e6885	  4089989	 1.218911648
	873e6862	  4089954	 1.218901277
	833e689e	  4090014	 1.218919158
	8f3e6893	  4090003	 1.218915939
	883e685a	  4089946	 1.218898892
	8d3e6849	  4089929	 1.218893766
	863e66ba	  4089530	 1.218774915
	813e6034	  4087860	 1.218277216
	8b3e5d7e	  4087166	 1.218070388
	843e605b	  4087899	 1.218288898
	8d3e5f70	  4087664	 1.218218803
	833e6699	  4089497	 1.218765020
	873e66f4	  4089588	 1.218792200
	833e6644	  4089412	 1.218739748
	8d3e6728	  4089640	 1.218807697
	8c3e6654	  4089428	 1.218744516
	8c3e664c	  4089420	 1.218742132
	8d3e663d	  4089405	 1.218737602
	803e66a2	  4089506	 1.218767762
	8d3e662f	  4089391	 1.218733549
	8c3e6641	  4089409	 1.218738794
	8f3e65ca	  4089290	 1.218703389
	8f3e6628	  4089384	 1.218731403
	813e668a	  4089482	 1.218760610
	823e6698	  4089496	 1.218764782
	823e67b8	  4089784	 1.218850613
	8d3e687f	  4089983	 1.218909979
	893e68a7	  4090023	 1.218921900
	843e6842	  4089922	 1.218891740
	883e68aa	  4090026	 1.218922734
	8f3e683a	  4089914	 1.218889356
	813e6887	  4089991	 1.218912363
	8d3e6881	  4089985	 1.218910456
	803e687c	  4089980	 1.218909025
	863e6851	  4089937	 1.218896151
	833e6852	  4089938	 1.218896508
	833e6861	  4089953	 1.218900919
	8d3e6850	  4089936	 1.218895912
	8a3e68bb	  4090043	 1.218927860
	823e6892	  4090002	 1.218915582
	8e3e6842	  4089922	 1.218891740
	8d3e6898	  4090008	 1.218917370
	813e6885	  4089989	 1.218911648
	8e3e689d	  4090013	 1.218918800
	823e6868	  4089960	 1.218903065
	843e6898	  4090008	 1.218917370
	833e6893	  4090003	 1.218915939
	853e686b	  4089963	 1.218904018
	8e3e68a8	  4090024	 1.218922138
	873e688e	  4089998	 1.218914390
	8e3e6843	  4089923	 1.218892097
	8a3e6886	  4089990	 1.218912005
	813e6858	  4089944	 1.218898296
	8d3e68a4	  4090020	 1.218920946
	803e687f	  4089983	 1.218909979
	823e686e	  4089966	 1.218904853
	863e681f	  4089887	 1.218881369
	803e687e	  4089982	 1.218909621
	8c3e6820	  4089888	 1.218881607
	853e68a5	  4090021	 1.218921185
	803e685d	  4089949	 1.218899727
	853e6894	  4090004	 1.218916178
	8c3e6840	  4089920	 1.218891144
	8d3e682a	  4089898	 1.218884587
	833e6864	  4089956	 1.218901873
	8a3e6871	  4089969	 1.218905687
	8f3e68c1	  4090049	 1.218929529
	843e689f	  4090015	 1.218919516
	813e6899	  4090009	 1.218917608
	8f3e688d	  4089997	 1.218914032
	8d3e6884	  4089988	 1.218911409
	8c3e687d	  4089981	 1.218909264
	873e682a	  4089898	 1.218884587
	8d3e685d	  4089949	 1.218899727
	883e6856	  4089942	 1.218897700
	893e687e	  4089982	 1.218909621
	8e3e6896	  4090006	 1.218916774
	8d3e6889	  4089993	 1.218912840
	8c3e6854	  4089940	 1.218897104
	873e6885	  4089989	 1.218911648
	8c3e6862	  4089954	 1.218901277
	893e6889	  4089993	 1.218912840
	883e6880	  4089984	 1.218910217
	8b3e688b	  4089995	 1.218913555
	8f3e6851	  4089937	 1.218896151
	823e683e	  4089918	 1.218890548
	8b3e6865	  4089957	 1.218902111
	8a3e6896	  4090006	 1.218916774
	853e6856	  4089942	 1.218897700
	823e6887	  4089991	 1.218912363
	803e685d	  4089949	 1.218899727
	893e6871	  4089969	 1.218905687
	893e688e	  4089998	 1.218914390
	8b3e68b7	  4090039	 1.218926668
	8c3e6895	  4090005	 1.218916416
	8a3e683d	  4089917	 1.218890190
	813e68b0	  4090032	 1.218924522
	8f3e6890	  4090000	 1.218914986
	8b3e6854	  4089940	 1.218897104
	863e68a7	  4090023	 1.218921900
	803e68bb	  4090043	 1.218927860
	8d3e6878	  4089976	 1.218907833
	883e6860	  4089952	 1.218900681
	853e684a	  4089930	 1.218894124
	853e68a8	  4090024	 1.218922138
	873e6863	  4089955	 1.218901634
	8c3e6850	  4089936	 1.218895912
	8d3e6885	  4089989	 1.218911648
	8d3e688d	  4089997	 1.218914032
	893e68a7	  4090023	 1.218921900
	8a3e6868	  4089960	 1.218903065
	833e6850	  4089936	 1.218895912
	8f3e688a	  4089994	 1.218913198
	8d3e686c	  4089964	 1.218904257
	8b3e68b1	  4090033	 1.218924761
	863e6878	  4089976	 1.218907833
	843e6835	  4089909	 1.218887806
	8d3e6850	  4089936	 1.218895912
	883e6882	  4089986	 1.218910813
	833e6858	  4089944	 1.218898296
	813e689e	  4090014	 1.218919158
	8c3e685f	  4089951	 1.218900442
	863e6842	  4089922	 1.218891740
	8a3e688b	  4089995	 1.218913555
	843e683a	  4089914	 1.218889356
	8f3e68b1	  4090033	 1.218924761
	8b3e686a	  4089962	 1.218903661
	863e685c	  4089948	 1.218899488
	8a3e684f	  4089935	 1.218895674
	863e6863	  4089955	 1.218901634
	803e685c	  4089948	 1.218899488
	893e683b	  4089915	 1.218889713
	893e6893	  4090003	 1.218915939
	853e6833	  4089907	 1.218887329
	813e6737	  4089655	 1.218812227
	8d3e609a	  4087962	 1.218307614
	8e3e5e80	  4087424	 1.218147278
	8e3e5c03	  4086787	 1.217957497
	893e5d59	  4087129	 1.218059301
	8d3e675d	  4089693	 1.218823433
	813e66ed	  4089581	 1.218790054
	863e663e	  4089406	 1.218737960
	8d3e66de	  4089566	 1.218785644
	843e6677	  4089463	 1.218755007
	8c3e65f9	  4089337	 1.218717337
	8b3e6648	  4089416	 1.218740940
	823e6623	  4089379	 1.218729973
	813e661d	  4089373	 1.218728065
	8e3e65ea	  4089322	 1.218712926
	8c3e6617	  4089367	 1.218726397
	843e6601	  4089345	 1.218719721
	8c3e6607	  4089351	 1.218721628
	873e666b	  4089451	 1.218751431
	843e6867	  4089959	 1.218902826
	8d3e68a8	  4090024	 1.218922138
	8c3e6872	  4089970	 1.218906045
	8f3e686b	  4089963	 1.218904018
	813e68ab	  4090027	 1.218923092
	8c3e6852	  4089938	 1.218896508
	8e3e68e2	  4090082	 1.218939424
	8a3e68ad	  4090029	 1.218923569
	893e6842	  4089922	 1.218891740
	8f3e687d	  4089981	 1.218909264
	893e6859	  4089945	 1.218898535
	843e688f	  4089999	 1.218914747
	833e68cc	  4090060	 1.218932867
	8f3e686c	  4089964	 1.218904257
	813e689f	  4090015	 1.218919516
	893e6847	  4089927	 1.218893290
	843e6845	  4089925	 1.218892574
	863e6891	  4090001	 1.218915224
	873e68ad	  4090029	 1.218923569
	8d3e6894	  4090004	 1.218916178
	893e684e	  4089934	 1.218895316
	8c3e6891	  4090001	 1.218915224
	843e6860	  4089952	 1.218900681
	8b3e6898	  4090008	 1.218917370
	843e6880	  4089984	 1.218910217
	833e6899	  4090009	 1.218917608
	863e6875	  4089973	 1.218906879
	8d3e6882	  4089986	 1.218910813
	8a3e6893	  4090003	 1.218915939
	8c3e68b0	  4090032	 1.218924522
	8f3e6852	  4089938	 1.218896508
	803e6892	  4090002	 1.218915582
	8e3e6873	  4089971	 1.218906403
	823e686f	  4089967	 1.218905210
	803e686f	  4089967	 1.218905210
	8f3e6842	  4089922	 1.218891740
	8f3e687a	  4089978	 1.218908429
	8e3e6815	  4089877	 1.218878269
	8f3e68a8	  4090024	 1.218922138
	863e6892	  4090002	 1.218915582
	893e688e	  4089998	 1.218914390
	893e6879	  4089977	 1.218908072
	803e6896	  4090006	 1.218916774
	8a3e684e	  4089934	 1.218895316
	813e687f	  4089983	 1.218909979
	803e6863	  4089955	 1.218901634
	8c3e6887	  4089991	 1.218912363
	893e6858	  4089944	 1.218898296
	8b3e689a	  4090010	 1.218917966
	823e685d	  4089949	 1.218899727
	833e68d5	  4090069	 1.218935490
	813e685a	  4089946	 1.218898892
	8d3e684b	  4089931	 1.218894482
	893e68b2	  4090034	 1.218925118
	8c3e6876	  4089974	 1.218907237
	8d3e6884	  4089988	 1.218911409
	8a3e686a	  4089962	 1.218903661
	8f3e6885	  4089989	 1.218911648
	883e689d	  4090013	 1.218918800
	8f3e689b	  4090011	 1.218918324
	823e6870	  4089968	 1.218905449
	8b3e687f	  4089983	 1.218909979
	883e6885	  4089989	 1.218911648
	813e687f	  4089983	 1.218909979
	8c3e6882	  4089986	 1.218910813
	883e6859	  4089945	 1.218898535
	8f3e68a0	  4090016	 1.218919754
	843e68ab	  4090027	 1.218923092
	8c3e6842	  4089922	 1.218891740
	883e689d	  4090013	 1.218918800
	873e6868	  4089960	 1.218903065
	8b3e6902	  4090114	 1.218948960
	8e3e68a8	  4090024	 1.218922138
	8c3e689d	  4090013	 1.218918800
	883e6883	  4089987	 1.218911171
	8d3e6866	  4089958	 1.218902469
	803e6886	  4089990	 1.218912005
	8e3e684a	  4089930	 1.218894124
	873e685b	  4089947	 1.218899250
	8a3e6834	  4089908	 1.218887568
	8d3e686e	  4089966	 1.218904853
	8d3e682f	  4089903	 1.218886137
	8b3e68c3	  4090051	 1.218930244
	883e6881	  4089985	 1.218910456
	843e688e	  4089998	 1.218914390
	8c3e684a	  4089930	 1.218894124
	8d3e6871	  4089969	 1.218905687
	873e6840	  4089920	 1.218891144
	893e686d	  4089965	 1.218904495
	843e68ac	  4090028	 1.218923330
	8a3e687d	  4089981	 1.218909264
	8b3e6808	  4089864	 1.218874454
	8a3e6893	  4090003	 1.218915939
	863e6806	  4089862	 1.218873858
	8b3e682f	  4089903	 1.218886137
	873e6869	  4089961	 1.218903303
	8b3e685e	  4089950	 1.218900084
	8f3e6841	  4089921	 1.218891382
	843e685c	  4089948	 1.218899488
	813e6842	  4089922	 1.218891740
	833e6866	  4089958	 1.218902469
	8f3e6882	  4089986	 1.218910813
	863e684c	  4089932	 1.218894720
	8e3e68a8	  4090024	 1.218922138
	8e3e6841	  4089921	 1.218891382
	823e6886	  4089990	 1.218912005
	8c3e6874	  4089972	 1.218906641
	823e681e	  4089886	 1.218881011
	8d3e684b	  4089931	 1.218894482
	8c3e6692	  4089490	 1.218762994
	8d3e6186	  4088198	 1.218377948
	843e5ffc	  4087804	 1.218260527
	843e5ed2	  4087506	 1.218171716
	823e5d4e	  4087118	 1.218056083
	883e66c3	  4089539	 1.218777657
	843e671e	  4089630	 1.218804717
	873e6624	  4089380	 1.218730211
	823e6743	  4089667	 1.218815804
	873e663a	  4089402	 1.218736768
	8f3e6647	  4089415	 1.218740702
	803e6679	  4089465	 1.218755484
	833e6600	  4089344	 1.218719482
	843e65c2	  4089282	 1.218701005
	833e6653	  4089427	 1.218744278
	8f3e662b	  4089387	 1.218732357
	8c3e669c	  4089500	 1.218765974
	8d3e6685	  4089477	 1.218759060
	853e664d	  4089421	 1.218742371
	8a3e661d	  4089373	 1.218728065
	813e65fe	  4089342	 1.218718886
	853e65f2	  4089330	 1.218715310
	823e6661	  4089441	 1.218748331
	893e6647	  4089415	 1.218740702
	8f3e6682	  4089474	 1.218758225
	8b3e6659	  4089433	 1.218745947
	813e6636	  4089398	 1.218735576
	8d3e6663	  4089443	 1.218749046
	813e6687	  4089479	 1.218759775
	8f3e666b	  4089451	 1.218751431
	833e6634	  4089396	 1.218734980
	883e66a3	  4089507	 1.218768120
	833e6699	  4089497	 1.218765020
	8c3e6711	  4089617	 1.218800783
	8a3e6805	  4089861	 1.218873501
	8a3e68cf	  4090063	 1.218933821
	893e687a	  4089978	 1.218908429
	863e685b	  4089947	 1.218899250
	813e689a	  4090010	 1.218917966
	853e68a6	  4090022	 1.218921542
	833e684c	  4089932	 1.218894720
	843e6858	  4089944	 1.218898296
	8e3e688e	  4089998	 1.218914390
	883e6885	  4089989	 1.218911648
	8d3e686a	  4089962	 1.218903661
	833e6895	  4090005	 1.218916416
	843e681f	  4089887	 1.218881369
	8f3e6893	  4090003	 1.218915939
	8f3e6865	  4089957	 1.218902111
	8b3e68d1	  4090065	 1.218934298
	803e6821	  4089889	 1.218881845
	833e6881	  4089985	 1.218910456
	8e3e68b9	  4090041	 1.218927145
	843e6869	  4089961	 1.218903303
	8f3e6859	  4089945	 1.218898535
	8a3e6873	  4089971	 1.218906403
	803e6840	  4089920	 1.218891144
	8d3e68a2	  4090018	 1.218920350
	803e6895	  4090005	 1.218916416
	873e6896	  4090006	 1.218916774
	8f3e682e	  4089902	 1.218885779
	8e3e6864	  4089956	 1.218901873
	8c3e6846	  4089926	 1.218892932
	803e6855	  4089941	 1.218897343
	833e68a2	  4090018	 1.218920350
	803e6838	  4089912	 1.218888760
	8d3e68ac	  4090028	 1.218923330
	8b3e6898	  4090008	 1.218917370
	853e6860	  4089952	 1.218900681
	843e6893	  4090003	 1.218915939
	813e683c	  4089916	 1.218889952
	8d3e6868	  4089960	 1.218903065
	8b3e686c	  4089964	 1.218904257
	8f3e685f	  4089951	 1.218900442
	813e683b	  4089915	 1.218889713
	863e6877	  4089975	 1.218907595
	8c3e6858	  4089944	 1.218898296
	8d3e6878	  4089976	 1.218907833
	823e6874	  4089972	 1.218906641
	8e3e687b	  4089979	 1.218908787
	843e6889	  4089993	 1.218912840
	883e685a	  4089946	 1.218898892
	803e68a6	  4090022	 1.218921542
	8f3e687a	  4089978	 1.218908429
	893e6838	  4089912	 1.218888760
	853e6890	  4090000	 1.218914986
	843e684a	  4089930	 1.218894124
	8e3e689a	  4090010	 1.218917966
	883e6866	  4089958	 1.218902469
	853e6876	  4089974	 1.218907237
	8d3e6861	  4089953	 1.218900919
	873e687c	  4089980	 1.218909025
	813e6888	  4089992	 1.218912601
	8d3e6896	  4090006	 1.218916774
	843e683b	  4089915	 1.218889713
	893e689b	  4090011	 1.218918324
	843e68a8	  4090024	 1.218922138
	853e6875	  4089973	 1.218906879
	863e6827	  4089895	 1.218883753
	893e689d	  4090013	 1.218918800
	883e687b	  4089979	 1.218908787
	8a3e6872	  4089970	 1.218906045
	883e685c	  4089948	 1.218899488
	8b3e685f	  4089951	 1.218900442
	8d3e6857	  4089943	 1.218898058
	863e6898	  4090008	 1.218917370
	813e6846	  4089926	 1.218892932
	803e6878	  4089976	 1.218907833
	833e686b	  4089963	 1.218904018
	8b3e6845	  4089925	 1.218892574
	8f3e68ae	  4090030	 1.218923926
	893e6874	  4089972	 1.218906641
	863e6854	  4089940	 1.218897104
	813e6860	  4089952	 1.218900681
	8c3e6894	  4090004	 1.218916178
	843e684a	  4089930	 1.218894124
	823e686e	  4089966	 1.218904853
	823e6895	  4090005	 1.218916416
	8e3e6889	  4089993	 1.218912840
	883e6879	  4089977	 1.218908072
	833e689e	  4090014	 1.218919158
	813e6843	  4089923	 1.218892097
	833e6856	  4089942	 1.218897700
	8a3e685a	  4089946	 1.218898892
	853e687a	  4089978	 1.218908429
	883e6844	  4089924	 1.218892336
	8f3e687a	  4089978	 1.218908429
